name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code
Lantern Scout,3,['White'],Creature — Human Scout Ally,"['Human', 'Scout', 'Ally']",Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401938&type=card,BFZ
Lavastep Raider,1,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401939&type=card,BFZ
Lifespring Druid,3,['Green'],Creature — Elf Druid,"['Elf', 'Druid']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401940&type=card,BFZ
Makindi Patrol,3,['White'],Creature — Human Knight Ally,"['Human', 'Knight', 'Ally']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401944&type=card,BFZ
Makindi Sliderunner,2,['Red'],Creature — Beast,['Beast'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401945&type=card,BFZ
Malakir Familiar,3,['Black'],Creature — Bat,['Bat'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401946&type=card,BFZ
Mind Raker,4,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401948&type=card,BFZ
Mist Intruder,2,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401950&type=card,BFZ
"Munda, Ambush Leader",4,"['Red', 'White']",Legendary Creature — Kor Ally,"['Kor', 'Ally']",Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401963&type=card,BFZ
Murasa Ranger,4,['Green'],Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401964&type=card,BFZ
Murk Strider,4,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401965&type=card,BFZ
Nettle Drone,3,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401967&type=card,BFZ
Nirkana Assassin,3,['Black'],Creature — Vampire Assassin Ally,"['Vampire', 'Assassin', 'Ally']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401968&type=card,BFZ
"Noyan Dar, Roil Shaper",5,"['Blue', 'White']",Legendary Creature — Merfolk Ally,"['Merfolk', 'Ally']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401970&type=card,BFZ
Oblivion Sower,6,[],Creature — Eldrazi,['Eldrazi'],Mythic,5,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401972&type=card,BFZ
"Omnath, Locus of Rage",7,"['Green', 'Red']",Legendary Creature — Elemental,['Elemental'],Mythic,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401973&type=card,BFZ
Ondu Champion,4,['Red'],Creature — Minotaur Warrior Ally,"['Minotaur', 'Warrior', 'Ally']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401974&type=card,BFZ
Ondu Greathorn,4,['White'],Creature — Beast,['Beast'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401975&type=card,BFZ
Oracle of Dust,5,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Common,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401977&type=card,BFZ
Oran-Rief Hydra,6,['Green'],Creature — Hydra,['Hydra'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401978&type=card,BFZ
Oran-Rief Invoker,2,['Green'],Creature — Human Shaman,"['Human', 'Shaman']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401979&type=card,BFZ
Pilgrim's Eye,3,[],Artifact Creature — Thopter,['Thopter'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401984&type=card,BFZ
Plated Crusher,7,['Green'],Creature — Beast,['Beast'],Uncommon,7,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401996&type=card,BFZ
Reckless Cohort,2,['Red'],Creature — Human Warrior Ally,"['Human', 'Warrior', 'Ally']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402003&type=card,BFZ
Resolute Blademaster,5,"['Red', 'White']",Creature — Human Soldier Ally,"['Human', 'Soldier', 'Ally']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402005&type=card,BFZ
Rot Shambler,2,['Green'],Creature — Fungus,['Fungus'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402016&type=card,BFZ
Ruin Processor,7,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Common,7,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402017&type=card,BFZ
Ruination Guide,3,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402018&type=card,BFZ
Salvage Drone,1,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402021&type=card,BFZ
Scythe Leopard,1,['Green'],Creature — Cat,['Cat'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402026&type=card,BFZ
Serene Steward,2,['White'],Creature — Human Cleric Ally,"['Human', 'Cleric', 'Ally']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402028&type=card,BFZ
Shadow Glider,3,['White'],Creature — Kor Soldier,"['Kor', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402030&type=card,BFZ
Shatterskull Recruit,5,['Red'],Creature — Giant Warrior Ally,"['Giant', 'Warrior', 'Ally']",Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402032&type=card,BFZ
Silent Skimmer,4,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402035&type=card,BFZ
Sire of Stagnation,6,[],Creature — Eldrazi,['Eldrazi'],Mythic,5,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402036&type=card,BFZ
Skitterskin,4,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402037&type=card,BFZ
Skyrider Elf,2,"['Green', 'Blue']",Creature — Elf Warrior Ally,"['Elf', 'Warrior', 'Ally']",Uncommon,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402039&type=card,BFZ
Sludge Crawler,1,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402041&type=card,BFZ
Smothering Abomination,4,[],Creature — Eldrazi,['Eldrazi'],Rare,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402044&type=card,BFZ
Snapping Gnarlid,2,['Green'],Creature — Beast,['Beast'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402045&type=card,BFZ
Stone Haven Medic,2,['White'],Creature — Kor Cleric,"['Kor', 'Cleric']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402049&type=card,BFZ
Tajuru Beastmaster,6,['Green'],Creature — Elf Warrior Ally,"['Elf', 'Warrior', 'Ally']",Common,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402066&type=card,BFZ
Tajuru Stalwart,3,['Green'],Creature — Elf Scout Ally,"['Elf', 'Scout', 'Ally']",Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402067&type=card,BFZ
Tajuru Warcaller,5,['Green'],Creature — Elf Warrior Ally,"['Elf', 'Warrior', 'Ally']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402068&type=card,BFZ
Territorial Baloth,5,['Green'],Creature — Beast,['Beast'],Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402070&type=card,BFZ
Tide Drifter,2,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Uncommon,0,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402071&type=card,BFZ
Tunneling Geopede,3,['Red'],Creature — Insect,['Insect'],Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402076&type=card,BFZ
Ulamog's Despoiler,6,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Uncommon,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402080&type=card,BFZ
Ulamog's Nullifier,4,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402081&type=card,BFZ
Ulamog's Reclaimer,5,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Uncommon,2,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402082&type=card,BFZ
"Ulamog, the Ceaseless Hunger",10,[],Legendary Creature — Eldrazi,['Eldrazi'],Mythic,10,10,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402079&type=card,BFZ
Undergrowth Champion,3,['Green'],Creature — Elemental,['Elemental'],Mythic,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402083&type=card,BFZ
Valakut Invoker,3,['Red'],Creature — Human Shaman,"['Human', 'Shaman']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402086&type=card,BFZ
Valakut Predator,3,['Red'],Creature — Elemental,['Elemental'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402087&type=card,BFZ
Vestige of Emrakul,4,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402089&type=card,BFZ
Veteran Warleader,3,"['Green', 'White']",Creature — Human Soldier Ally,"['Human', 'Soldier', 'Ally']",Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402090&type=card,BFZ
Vile Aggregate,3,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Uncommon,*,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402091&type=card,BFZ
Void Attendant,3,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402092&type=card,BFZ
Void Winnower,9,[],Creature — Eldrazi,['Eldrazi'],Mythic,11,9,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402093&type=card,BFZ
Voracious Null,3,['Black'],Creature — Zombie,['Zombie'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402095&type=card,BFZ
Wasteland Strangler,3,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402096&type=card,BFZ
Wave-Wing Elemental,6,['Blue'],Creature — Elemental,['Elemental'],Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402097&type=card,BFZ
Windrider Patrol,5,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402098&type=card,BFZ
Woodland Wanderer,4,['Green'],Creature — Elemental,['Elemental'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402099&type=card,BFZ
"Zada, Hedron Grinder",4,['Red'],Legendary Creature — Goblin Ally,"['Goblin', 'Ally']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402100&type=card,BFZ
Zulaport Cutthroat,2,['Black'],Creature — Human Rogue Ally,"['Human', 'Rogue', 'Ally']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402101&type=card,BFZ
Aerie Worshippers,4,['Blue'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378402&type=card,BNG
Akroan Conscriptor,5,['Red'],Creature — Human Shaman,"['Human', 'Shaman']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378459&type=card,BNG
Akroan Phalanx,4,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378374&type=card,BNG
Akroan Skyguard,2,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378375&type=card,BNG
Arbiter of the Ideal,6,['Blue'],Creature — Sphinx,['Sphinx'],Rare,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378403&type=card,BNG
Archetype of Aggression,3,['Red'],Enchantment Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378460&type=card,BNG
Archetype of Courage,3,['White'],Enchantment Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378376&type=card,BNG
Archetype of Endurance,8,['Green'],Enchantment Creature — Boar,['Boar'],Uncommon,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378488&type=card,BNG
Archetype of Finality,6,['Black'],Enchantment Creature — Gorgon,['Gorgon'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378430&type=card,BNG
Archetype of Imagination,6,['Blue'],Enchantment Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378404&type=card,BNG
Ashiok's Adept,3,['Black'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378431&type=card,BNG
Black Oak of Odunos,3,['Black'],Creature — Zombie Treefolk,"['Zombie', 'Treefolk']",Uncommon,0,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378434&type=card,BNG
"Brimaz, King of Oreskos",3,['White'],Legendary Creature — Cat Soldier,"['Cat', 'Soldier']",Mythic,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378377&type=card,BNG
Champion of Stray Souls,6,['Black'],Creature — Skeleton Warrior,"['Skeleton', 'Warrior']",Mythic,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378435&type=card,BNG
Charging Badger,1,['Green'],Creature — Badger,['Badger'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378490&type=card,BNG
Chorus of the Tides,4,['Blue'],Creature — Siren,['Siren'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378405&type=card,BNG
Chromanticore,5,"['Black', 'Green', 'Red', 'Blue', 'White']",Enchantment Creature — Manticore,['Manticore'],Mythic,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378516&type=card,BNG
Courser of Kruphix,3,['Green'],Enchantment Creature — Centaur,['Centaur'],Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378491&type=card,BNG
Cyclops of One-Eyed Pass,4,['Red'],Creature — Cyclops,['Cyclops'],Common,5,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378462&type=card,BNG
Deepwater Hypnotist,2,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378407&type=card,BNG
Eater of Hope,7,['Black'],Creature — Demon,['Demon'],Rare,6,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378438&type=card,BNG
Eidolon of Countless Battles,3,['White'],Enchantment Creature — Spirit,['Spirit'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378379&type=card,BNG
Elite Skirmisher,3,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378380&type=card,BNG
"Ephara, God of the Polis",4,"['Blue', 'White']",Legendary Enchantment Creature — God,['God'],Mythic,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378517&type=card,BNG
Everflame Eidolon,2,['Red'],Enchantment Creature — Spirit,['Spirit'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378464&type=card,BNG
Fanatic of Xenagos,3,"['Green', 'Red']",Creature — Centaur Warrior,"['Centaur', 'Warrior']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378519&type=card,BNG
Fate Unraveler,4,['Black'],Enchantment Creature — Hag,['Hag'],Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378440&type=card,BNG
Felhide Brawler,2,['Black'],Creature — Minotaur,['Minotaur'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378442&type=card,BNG
Felhide Spiritbinder,4,['Red'],Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378468&type=card,BNG
Flame-Wreathed Phoenix,4,['Red'],Creature — Phoenix,['Phoenix'],Mythic,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378469&type=card,BNG
Flitterstep Eidolon,2,['Blue'],Enchantment Creature — Spirit,['Spirit'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378412&type=card,BNG
Floodtide Serpent,5,['Blue'],Creature — Serpent,['Serpent'],Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378413&type=card,BNG
Forgestoker Dragon,6,['Red'],Creature — Dragon,['Dragon'],Rare,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378470&type=card,BNG
Forlorn Pseudamma,4,['Black'],Creature — Zombie,['Zombie'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378443&type=card,BNG
Forsaken Drifters,4,['Black'],Creature — Zombie,['Zombie'],Common,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378444&type=card,BNG
Ghostblade Eidolon,3,['White'],Enchantment Creature — Spirit,['Spirit'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378384&type=card,BNG
God-Favored General,2,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378386&type=card,BNG
Graverobber Spider,4,['Green'],Creature — Spider,['Spider'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378494&type=card,BNG
Great Hart,4,['White'],Creature — Elk,['Elk'],Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378387&type=card,BNG
Griffin Dreamfinder,5,['White'],Creature — Griffin,['Griffin'],Common,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378388&type=card,BNG
Herald of Torment,3,['Black'],Enchantment Creature — Demon,['Demon'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378447&type=card,BNG
Hero of Iroas,2,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378389&type=card,BNG
Hero of Leina Tower,1,['Green'],Creature — Human Warrior,"['Human', 'Warrior']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378495&type=card,BNG
Impetuous Sunchaser,2,['Red'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378471&type=card,BNG
"Karametra, God of Harvests",5,"['Green', 'White']",Legendary Enchantment Creature — God,['God'],Mythic,6,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378520&type=card,BNG
Kiora's Follower,2,"['Green', 'Blue']",Creature — Merfolk,['Merfolk'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378522&type=card,BNG
Kragma Butcher,3,['Red'],Creature — Minotaur Warrior,"['Minotaur', 'Warrior']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378472&type=card,BNG
Kraken of the Straits,7,['Blue'],Creature — Kraken,['Kraken'],Uncommon,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378414&type=card,BNG
Loyal Pegasus,1,['White'],Creature — Pegasus,['Pegasus'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378391&type=card,BNG
Marshmist Titan,7,['Black'],Creature — Giant,['Giant'],Common,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378448&type=card,BNG
Meletis Astronomer,2,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378415&type=card,BNG
Mindreaver,2,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378416&type=card,BNG
"Mogis, God of Slaughter",4,"['Black', 'Red']",Legendary Enchantment Creature — God,['God'],Mythic,7,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378523&type=card,BNG
Nessian Demolok,5,['Green'],Creature — Beast,['Beast'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378500&type=card,BNG
Nessian Wilds Ravager,6,['Green'],Creature — Hydra,['Hydra'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378501&type=card,BNG
Noble Quarry,3,['Green'],Enchantment Creature — Unicorn,['Unicorn'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378502&type=card,BNG
Nyxborn Eidolon,2,['Black'],Enchantment Creature — Spirit,['Spirit'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378450&type=card,BNG
Nyxborn Rollicker,1,['Red'],Enchantment Creature — Satyr,['Satyr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378474&type=card,BNG
Nyxborn Shieldmate,1,['White'],Enchantment Creature — Human Soldier,"['Human', 'Soldier']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378393&type=card,BNG
Nyxborn Triton,3,['Blue'],Enchantment Creature — Merfolk,['Merfolk'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378418&type=card,BNG
Nyxborn Wolf,3,['Green'],Enchantment Creature — Wolf,['Wolf'],Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378503&type=card,BNG
Odunos River Trawler,3,['Black'],Creature — Zombie,['Zombie'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378451&type=card,BNG
Oracle of Bones,4,['Red'],Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Rare,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378475&type=card,BNG
Oreskos Sun Guide,2,['White'],Creature — Cat Monk,"['Cat', 'Monk']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378394&type=card,BNG
Ornitharch,5,['White'],Creature — Archon,['Archon'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378395&type=card,BNG
Pain Seer,2,['Black'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378452&type=card,BNG
Perplexing Chimera,5,['Blue'],Enchantment Creature — Chimera,['Chimera'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378420&type=card,BNG
Pharagax Giant,5,['Red'],Creature — Giant,['Giant'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378476&type=card,BNG
"Phenax, God of Deception",5,"['Black', 'Blue']",Legendary Enchantment Creature — God,['God'],Mythic,4,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378524&type=card,BNG
Pheres-Band Raiders,6,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Uncommon,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378505&type=card,BNG
Pheres-Band Tromper,4,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378506&type=card,BNG
Pillar of War,3,[],Artifact Creature — Golem,['Golem'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378532&type=card,BNG
Ragemonger,3,"['Black', 'Red']",Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378525&type=card,BNG
Reckless Reveler,2,['Red'],Creature — Satyr,['Satyr'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378478&type=card,BNG
Satyr Firedancer,2,['Red'],Enchantment Creature — Satyr,['Satyr'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378480&type=card,BNG
Satyr Nyx-Smith,3,['Red'],Creature — Satyr Shaman,"['Satyr', 'Shaman']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378481&type=card,BNG
Satyr Wayfinder,2,['Green'],Creature — Satyr,['Satyr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378508&type=card,BNG
Scourge of Skola Vale,3,['Green'],Creature — Hydra,['Hydra'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378509&type=card,BNG
Servant of Tymaret,3,['Black'],Creature — Zombie,['Zombie'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378454&type=card,BNG
Setessan Oathsworn,3,['Green'],Creature — Satyr Warrior,"['Satyr', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378510&type=card,BNG
Setessan Starbreaker,4,['Green'],Creature — Human Warrior,"['Human', 'Warrior']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378511&type=card,BNG
Shrike Harpy,5,['Black'],Creature — Harpy,['Harpy'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378455&type=card,BNG
Silent Sentinel,7,['White'],Creature — Archon,['Archon'],Rare,4,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378398&type=card,BNG
Siren of the Fanged Coast,5,['Blue'],Creature — Siren,['Siren'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378422&type=card,BNG
Siren of the Silent Song,3,"['Black', 'Blue']",Creature — Zombie Siren,"['Zombie', 'Siren']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378527&type=card,BNG
Snake of the Golden Grove,5,['Green'],Creature — Snake,['Snake'],Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378513&type=card,BNG
