UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
2183,November 06 2017,DOG,MIXED BREED,,M,false,Brooklyn,11237
2184,November 06 2017,DOG,UNKNOWN,,U,false,Brooklyn,
2185,November 09 2017,DOG,SHEPHERD/PIT BULL X,1Y,M,true,Brooklyn,11219
2186,November 05 2017,DOG,UNKNOWN,,U,false,Brooklyn,11208
2187,November 10 2017,DOG,Chihuahua,4,F,true,Brooklyn,11222
2188,November 10 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8MTHS,M,false,Brooklyn,11207
2189,November 11 2017,DOG,Pit Bull,,U,false,Brooklyn,11213
2190,November 13 2017,DOG,MUTT,4,M,true,Brooklyn,11238
2191,November 07 2017,DOG,UNKNOWN,11m,M,false,Brooklyn,
2192,November 10 2017,DOG,German Shepherd,11,M,true,Brooklyn,11235
2193,November 12 2017,DOG,,,U,false,Brooklyn,
2194,November 12 2017,DOG,Pit Bull,3M,M,false,Brooklyn,
2195,November 14 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11212
2196,November 11 2017,DOG,Pit Bull,,U,false,Brooklyn,11233
2197,November 09 2017,DOG,UNKNOWN,,U,false,Brooklyn,11207
2198,November 15 2017,DOG,Cocker Spaniel,1Y,M,true,Brooklyn,11207
2199,November 16 2017,DOG,German Shepherd,4,M,false,Brooklyn,11235
2200,November 15 2017,DOG,Shiba Inu,4,M,true,Brooklyn,11230
2201,November 17 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Brooklyn,11213
2202,January 12 2017,DOG,ITALIAN MASTIFF/CANE CORSO X,,M,false,Brooklyn,11201
2203,November 16 2017,DOG,"Bull Dog, English",,U,false,Brooklyn,11210
2204,November 19 2017,DOG,BASSET HOUND X,1,F,true,Brooklyn,
2205,November 14 2017,DOG,Labrador Retriever,7,M,true,Brooklyn,48064
2206,November 18 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11205
2207,November 18 2017,DOG,Beagle,2Y,M,false,Brooklyn,11229
2208,November 20 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,true,Brooklyn,11210
2209,November 15 2017,DOG,MIXED,3,F,true,Brooklyn,11231
2210,November 11 2017,DOG,Pit Bull,,U,false,Brooklyn,11237
2211,November 11 2017,DOG,BASSET HOUND X,2,M,true,Brooklyn,11201
2212,November 21 2017,DOG,"Bull Dog, English",8,F,true,Brooklyn,11228
2213,November 16 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,
2214,November 22 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8,M,true,Brooklyn,11201
2215,November 22 2017,DOG,Shih Tzu,5,M,false,Brooklyn,11237
2216,November 25 2017,DOG,MALTESE/WESTIE X,9,M,true,Brooklyn,11214
2217,November 14 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11213
2218,November 29 2017,DOG,American Eskimo,1,F,true,Brooklyn,11207
2219,November 15 2017,DOG,MIXED BREED,13Y,F,false,Brooklyn,11249
2220,November 29 2017,DOG,Boxer,,U,false,Brooklyn,11237
2221,November 27 2017,DOG,,,U,false,Brooklyn,11218
2222,November 26 2017,DOG,MASTIFF,,U,false,Brooklyn,11209
2223,November 29 2017,DOG,Siberian Husky,6Y,M,true,Brooklyn,11234
2224,December 01 2017,DOG,SHEPERD,,U,false,Brooklyn,11209
2225,December 01 2017,DOG,UNKNOWN,,U,false,Brooklyn,11220
2226,December 02 2017,DOG,Labrador Retriever,11,M,true,Brooklyn,11201
2227,November 29 2017,DOG,MIXED BREED,4Y,M,false,Brooklyn,11206
2228,December 04 2017,DOG,,5Y,M,false,Brooklyn,11208
2229,December 04 2017,DOG,ENGLISH COCKER SPANIEL,6y,F,false,Brooklyn,11223
2230,December 05 2017,DOG,ENG FRENCH PIT BULL,3,M,true,Brooklyn,11226
2231,December 05 2017,DOG,BICHON FRISE/ CAVALIER CHARLES SPANIEL,3,M,true,Brooklyn,11209
2232,December 05 2017,DOG,,,U,false,Brooklyn,11214
2233,December 07 2017,DOG,Pit Bull,3 M,M,true,Brooklyn,11236
2234,December 07 2017,DOG,Beagle,7M,F,true,Brooklyn,11204
2235,December 08 2017,DOG,Bull dog,2y,M,true,Brooklyn,11215
2236,December 08 2017,DOG,UNKNOWN,,U,false,Brooklyn,11215
2237,November 01 2017,DOG,UNKNOWN,,U,false,Brooklyn,11206
2238,November 05 2017,DOG,Maltese,2,M,false,Brooklyn,11221
2239,December 11 2017,DOG,BOXER MIX,2,M,false,Brooklyn,11209
2240,December 08 2017,DOG,Great Dane,3,M,true,Brooklyn,11223
2241,December 11 2017,DOG,Yorkshire Terrier,2,F,true,Brooklyn,11234
2242,December 12 2017,DOG,TERRIER X,,U,false,Brooklyn,11205
2243,December 12 2017,DOG,GREAT DANE / HOUND MIX,4,M,true,Brooklyn,11209
2244,December 13 2017,DOG,Mixed/Other,5,M,false,Brooklyn,11206
2245,December 15 2017,DOG,MIXED BREED,1,M,false,Brooklyn,11208
2246,December 12 2017,DOG,RETRIEVER/AUSTRALIAN CATTLE DOG X,7,M,true,Brooklyn,11222
2247,December 15 2017,DOG,MIXED,,U,false,Brooklyn,11230
2248,December 12 2017,DOG,WIRED HAIR TERRIER X,4,F,true,Brooklyn,11214
2249,December 12 2017,DOG,German Shepherd,,F,false,Brooklyn,11214
2250,December 11 2017,DOG,UNKNOWN,,U,false,Brooklyn,
2251,December 17 2017,DOG,Shih Tzu,,U,false,Brooklyn,
2252,December 18 2017,DOG,CHINESE CRESTED,12,M,true,Brooklyn,11229
2253,December 17 2017,DOG,,,U,false,Brooklyn,
2254,December 18 2017,DOG,MIXED,3,M,false,Brooklyn,11205
2255,December 18 2017,DOG,Shih Tzu,5Y,M,false,Brooklyn,11236
2256,November 26 2017,DOG,Shih Tzu,5Y,M,true,Brooklyn,11223
2257,December 17 2017,DOG,BOLOGNESE BICHON,15,M,true,Brooklyn,11205
2258,December 21 2017,DOG,MIXED,3,M,true,Brooklyn,11249
2259,December 22 2017,DOG,"Poodle, Toy",3,F,true,Brooklyn,11235
2260,December 21 2017,DOG,Pit Bull,,U,false,Brooklyn,11208
2261,December 21 2017,DOG,Mixed/Other,1,M,false,Brooklyn,11207
2262,December 24 2017,DOG,Shih Tzu,,F,false,Brooklyn,11232
2263,December 22 2017,DOG,Yorkshire Terrier,,U,false,Brooklyn,11221
2264,December 26 2017,DOG,Yorkshire Terrier,,U,false,Brooklyn,11221
2265,December 21 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,true,Brooklyn,11237
2266,December 25 2017,DOG,Shih Tzu,2,M,false,Brooklyn,11212
2267,December 22 2017,DOG,PIT BULL TERRIER /CATTLE DOGX,11Y,M,true,Brooklyn,
2268,December 27 2017,DOG,Shiba Inu,6,F,false,Brooklyn,11209
2269,December 20 2017,DOG,CHOW CHOW/PIT BULL,1,M,true,Brooklyn,11224
2270,December 28 2017,DOG,Bichon Frise,9,F,true,Brooklyn,11228
2271,December 20 2017,DOG,CHOW CHOW/ PIT BULL,1,M,false,Brooklyn,11224
2272,December 31 2017,DOG,"Mastiff, Bull",6,M,true,Brooklyn,11215
2273,December 26 2017,DOG,UNKNOWN,,U,false,Brooklyn,11229
2274,December 30 2017,DOG,JACK RUSSELL/POODLE X,9Y,M,false,Brooklyn,11201
2275,December 31 2017,DOG,RAT TERRIER,14,M,false,Brooklyn,11224
2276,December 31 2017,DOG,UNKNOWN,,U,false,Brooklyn,
2277,December 29 2017,DOG,"Bull Dog, English",4,M,true,Brooklyn,11221
2278,December 30 2017,DOG,Akita,,U,false,Brooklyn,
2279,December 19 2017,DOG,Pit Bull,,U,false,Brooklyn,11237
2280,December 25 2017,DOG,Great Pyrenees,10M,M,false,Brooklyn,11207
2281,December 01 2017,DOG,Pit Bull,,U,false,Brooklyn,11212
2282,January 03 2015,DOG,,1,F,false,Bronx,10459
2283,January 03 2015,DOG,Chihuahua,,U,false,Bronx,
2284,January 04 2015,DOG,,,U,false,Bronx,
2285,January 05 2015,DOG,Yorkshire Terrier,,U,false,Bronx,
2286,January 09 2015,DOG,Pit Bull,,U,false,Bronx,10464
2287,January 08 2015,DOG,Pit Bull,,U,false,Bronx,
2288,January 07 2015,DOG,MUTT,4,M,false,Bronx,10466
2289,January 11 2015,DOG,CHIHUAHUA MIX,1,M,false,Bronx,
2290,January 14 2015,DOG,TERRIER MIX,1,F,true,Bronx,10469
2291,January 14 2015,DOG,Siberian Husky,2,F,false,Bronx,10451
2292,January 13 2015,DOG,Chihuahua,,U,false,Bronx,
2293,January 16 2015,DOG,Chihuahua,,U,false,Bronx,10472
2294,January 16 2015,DOG,,,U,false,Bronx,
2295,January 16 2015,DOG,Pit Bull,,M,false,Bronx,10458
2296,January 19 2015,DOG,BULLDOG MIX,3,F,false,Bronx,
2297,January 17 2015,DOG,Jack Russ,4,M,false,Bronx,10458
2298,January 21 2015,DOG,DOGUE DE BORDX,3,M,false,Bronx,10458
2299,January 20 2015,DOG,Pit Bull,,U,false,Bronx,10466
2300,January 20 2015,DOG,Pit Bull,,U,false,Bronx,10473
2301,January 16 2015,DOG,Pit Bull,,M,false,Bronx,10460
2302,January 23 2015,DOG,Shih Tzu,3,M,false,Bronx,10457
2303,January 25 2015,DOG,"Poodle, Standard",,U,false,Bronx,10451
2304,January 24 2015,DOG,Pit Bull,,U,false,Bronx,10460
2305,January 23 2015,DOG,,,M,false,Bronx,
2306,January 28 2015,DOG,Cane Corso,1,M,false,Bronx,10461
2307,January 27 2015,DOG,Bull dog,,F,false,Bronx,
2308,January 28 2015,DOG,Chihuahua,8M,M,false,Bronx,10452
2309,January 23 2015,DOG,"Poodle, Miniature",6,F,false,Bronx,10452
2310,January 25 2015,DOG,"Bull Dog, French",1,M,false,Bronx,10469
2311,January 29 2015,DOG,Beagle,5,F,false,Bronx,10459
2312,February 01 2015,DOG,Rottweiler,,U,false,Bronx,
2313,January 30 2015,DOG,Chihuahua,4,M,false,Bronx,10457
2314,February 01 2015,DOG,Pit Bull,,U,false,Bronx,
2315,February 04 2015,DOG,,,U,false,Bronx,
2316,January 22 2015,DOG,Mixed/Other,5,F,true,Bronx,10456
2317,February 05 2015,DOG,Pit Bull,7,U,true,Bronx,10452
2318,February 05 2015,DOG,,,U,false,Bronx,10458
2319,February 05 2015,DOG,,,U,false,Bronx,10458
2320,February 05 2015,DOG,Mixed/Other,4,M,false,Bronx,10452
2321,February 06 2015,DOG,Pit Bull,2,M,false,Bronx,10468
2322,February 07 2015,DOG,CAROLINA DOG,1,M,false,Bronx,10473
2323,February 07 2015,DOG,CAROLINA DOG,1,M,false,Bronx,10473
2324,January 13 2015,DOG,Pit Bull,,U,false,Bronx,10461
2325,February 02 2015,DOG,Pekingese,3,M,false,Bronx,10466
2326,February 08 2015,DOG,German Shepherd,,U,false,Bronx,
2327,February 09 2015,DOG,AMERICAN STAFF/AKITA,4,F,false,Bronx,10467
2328,February 09 2015,DOG,Yorkshire Terrier,,U,false,Bronx,10456
2329,February 07 2015,DOG,Pit Bull,,M,false,Bronx,10467
2330,February 09 2015,DOG,Mixed/Other,5M,F,false,Bronx,10472
2331,February 02 2015,DOG,,9,M,true,Bronx,10462
2332,January 30 2015,DOG,German Shepherd,6M,F,false,Bronx,10467
2333,February 06 2015,DOG,,,U,false,Bronx,10457
2334,February 08 2015,DOG,HUSKY MIX,,U,false,Bronx,
2335,February 11 2015,DOG,,,U,false,Bronx,10468
2336,February 05 2015,DOG,"Jindo Dog,",14,F,true,Bronx,10469
2337,February 15 2015,DOG,Pekingese,15,M,false,Bronx,10459
2338,February 15 2015,DOG,Shiba Inu,5,M,false,Bronx,10462
2339,February 14 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,false,Bronx,10456
2340,February 14 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Bronx,10456
2341,February 15 2015,DOG,Pit Bull,,U,false,Bronx,10457
2342,February 13 2015,DOG,Chihuahua,,U,false,Bronx,
2343,February 16 2015,DOG,Siberian Husky,5,M,false,Bronx,10463
2344,February 22 2015,DOG,Chihuahua,,F,false,Bronx,10468
2345,February 22 2015,DOG,Cocker Spaniel,1,M,false,Bronx,10467
2346,February 24 2015,DOG,Rottweiler,1,U,false,Bronx,
2347,February 21 2015,DOG,Jack Russ,3,M,true,Bronx,10464
2348,February 24 2015,DOG,Bichon Frise,1,M,false,Bronx,10458
2349,February 25 2015,DOG,Pit Bull,,U,false,Bronx,10456
2350,February 26 2015,DOG,Cocker Spaniel,,M,false,Bronx,10468
2351,March 02 2015,DOG,Mixed/Other,6,M,false,Bronx,
2352,February 28 2015,DOG,American Staffordshire Terrier,3,M,false,Bronx,10456
2353,March 03 2015,DOG,Pit Bull,,U,false,Bronx,
2354,March 01 2015,DOG,Shih Tzu,2,M,false,Bronx,
2355,February 27 2015,DOG,"Bull Dog, English",3,M,true,Bronx,10461
2356,March 04 2015,DOG,Pit Bull,,U,false,Bronx,10467
2357,March 05 2015,DOG,HUSKY,,U,false,Bronx,
2358,March 07 2015,DOG,Pit Bull,,U,false,Bronx,10457
2359,March 08 2015,DOG,English Cocker Spaniel,1,M,false,Bronx,10473
2360,March 07 2015,DOG,Pit Bull,,U,false,Bronx,10459
2361,March 06 2015,DOG,Yorkshire Terrier Crossbreed,2,F,false,Bronx,
2362,March 08 2015,DOG,Yorkshire Terrier,,U,false,Bronx,
2363,March 09 2015,DOG,Shih Tzu,,F,false,Bronx,10452
2364,March 09 2015,DOG,Pit Bull,,U,false,Bronx,
2365,February 26 2015,DOG,Pit Bull,,U,false,Bronx,10453
2366,March 11 2015,DOG,,,U,false,Bronx,
2367,February 07 2015,DOG,Pit Bull,2,M,false,Bronx,
2368,March 14 2015,DOG,Chihuahua,,U,false,Bronx,
2369,March 13 2015,DOG,AUSTRALIAN BORDER COLLIE,4,M,true,Bronx,10470
2370,March 14 2015,DOG,POODLE,8,M,false,Bronx,10458
2371,March 15 2015,DOG,TERRIER MIX,2,M,false,Bronx,10460
2372,February 27 2015,DOG,Pit Bull,4,M,true,Bronx,
2373,March 17 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,false,Bronx,10472
2374,March 16 2015,DOG,,,U,false,Bronx,10463
2375,March 19 2015,DOG,Pit Bull,1,F,false,Bronx,10472
2376,March 11 2015,DOG,Pit Bull,1,M,false,Bronx,10474
2377,March 14 2015,DOG,POODLE,2,F,false,Bronx,10462
2378,March 21 2015,DOG,Pit Bull,,U,false,Bronx,
2379,March 23 2015,DOG,POINTER X,10,M,true,Bronx,10458
2380,March 21 2015,DOG,CHIHUAHUA SHORTHAIR/ JACK RUSSELL TERRIER,3,M,false,Bronx,10452
2381,March 18 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,false,Bronx,
2382,March 20 2015,DOG,Pit Bull,,U,false,Bronx,10459
2383,February 27 2015,DOG,"Mastiff, Bull",4,F,true,Bronx,10463
2384,March 25 2015,DOG,Pit Bull,,U,false,Bronx,
2385,March 23 2015,DOG,,,U,false,Bronx,10461
2386,March 24 2015,DOG,Pit Bull,,U,false,Bronx,10458
2387,March 23 2015,DOG,,,U,false,Bronx,
2388,March 25 2015,DOG,Labrador Retriever,,U,false,Bronx,
2389,March 26 2015,DOG,Rottweiler,10,F,true,Bronx,
2390,March 29 2015,DOG,Mixed/Other,,U,false,Bronx,10461
2391,March 26 2015,DOG,Pit Bull,4,F,false,Bronx,
2392,March 30 2015,DOG,"Bull Dog, French",4,F,true,Bronx,10465
2393,March 31 2015,DOG,Lhasa Apso,4,F,true,Bronx,10461
2394,March 31 2015,DOG,Pit Bull,,U,false,Bronx,
2395,March 31 2015,DOG,Pit Bull,9 M,F,false,Bronx,10451
2396,March 28 2015,DOG,Shih Tzu,,F,false,Bronx,10467
2397,April 01 2015,DOG,Pekingese,,U,false,Bronx,10465
2398,April 02 2015,DOG,Shih Tzu,,U,false,Bronx,10456
2399,April 02 2015,DOG,MINI PINSCHER/ CHIHUAHUA,2,M,false,Bronx,10472
2400,February 22 2015,DOG,Chihuahua,,U,false,Bronx,
2401,April 01 2015,DOG,CHIHUAHUA MIX,8,M,true,Bronx,10466
2402,April 05 2015,DOG,Yorkshire Terrier,5,F,true,Bronx,10472
2403,April 04 2015,DOG,Australian Shepherd,5,M,true,Bronx,10463
2404,April 06 2015,DOG,Cocker Spaniel,,U,false,Bronx,
2405,April 06 2015,DOG,Bull dog,,U,false,Bronx,
2406,April 07 2015,DOG,Chihuahua,,U,false,Bronx,
2407,April 07 2015,DOG,Pit Bull,,U,false,Bronx,
2408,April 10 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,false,Bronx,10455
2409,April 09 2015,DOG,Chihuahua,,U,false,Bronx,
2410,April 09 2015,DOG,Pit Bull,,U,false,Bronx,10465
2411,April 13 2015,DOG,Pit Bull,2,M,false,Bronx,10460
2412,April 11 2015,DOG,Pit Bull,,U,false,Bronx,10475
2413,April 13 2015,DOG,Pit Bull,,U,false,Bronx,
2414,April 12 2015,DOG,Shih Tzu,2,M,false,Bronx,10467
2415,April 15 2015,DOG,Weimaraner,,U,false,Bronx,10472
2416,April 16 2015,DOG,Shih Tzu,1,M,true,Bronx,10454
2417,April 14 2015,DOG,Yorkshire Terrier Crossbreed,6,M,true,Bronx,
2418,April 01 2015,DOG,,,U,false,Bronx,
2419,April 19 2015,DOG,Chihuahua,,U,false,Bronx,
2420,April 18 2015,DOG,Pit Bull,,U,false,Bronx,
2421,April 18 2015,DOG,Pointer,10,M,true,Bronx,10458
2422,April 19 2015,DOG,,,U,false,Bronx,
2423,April 22 2015,DOG,,,U,false,Bronx,10466
2424,April 22 2015,DOG,Shih Tzu,,U,false,Bronx,
2425,April 12 2015,DOG,Jack Russ,1,M,false,Bronx,
2426,April 22 2015,DOG,Pit Bull,1,M,true,Bronx,10453
2427,April 23 2015,DOG,Pit Bull,,U,false,Bronx,10464
2428,April 22 2015,DOG,Pit Bull,,U,false,Bronx,10457
2429,April 23 2015,DOG,,,U,false,Bronx,10459
2430,April 26 2015,DOG,Pit Bull,1,F,false,Bronx,10451
2431,April 26 2015,DOG,Bichon Frise,14,M,false,Bronx,10458
2432,April 26 2015,DOG,Chihuahua,6M,M,false,Bronx,10456
2433,April 28 2015,DOG,Pit Bull,5,M,false,Bronx,10473
2434,April 29 2015,DOG,Pit Bull,5,M,false,Bronx,10473
2435,April 29 2015,DOG,,,U,false,Bronx,
2436,February 20 2015,DOG,,,U,false,Bronx,
2437,April 23 2015,DOG,Mixed/Other,,U,false,Bronx,10474
2438,May 01 2015,DOG,Pit Bull,8,M,false,Bronx,10456
2439,April 28 2015,DOG,Chihuahua,12,F,false,Bronx,10474
2440,April 30 2015,DOG,Pit Bull,,U,false,Bronx,
2441,April 23 2015,DOG,Pit Bull,,U,false,Bronx,
2442,May 04 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,false,Bronx,
2443,May 04 2015,DOG,Pit Bull,,U,false,Bronx,10453
2444,May 03 2015,DOG,SHIH TZU/ PEKINGESE,,F,false,Bronx,10451
2445,May 01 2015,DOG,Pekingese,,U,false,Bronx,10473
2446,May 05 2015,DOG,Mixed/Other,0.6,F,false,Bronx,
2447,May 05 2015,DOG,,,U,false,Bronx,10456
2448,May 11 2015,DOG,Pit Bull,10M,M,false,Bronx,10465
2449,May 05 2015,DOG,Chihuahua,1,M,false,Bronx,
2450,May 12 2015,DOG,Yorkshire Terrier,,M,false,Bronx,
2451,May 05 2015,DOG,,,U,false,Bronx,10456
2452,May 09 2015,DOG,Pekingese,4,M,false,Bronx,10468
2453,May 12 2015,DOG,Siberian Husky,,U,false,Bronx,10466
2454,May 08 2015,DOG,Pit Bull,,U,false,Bronx,
2455,May 12 2015,DOG,Saint Bernard,4,M,true,Bronx,10465
2456,May 13 2015,DOG,Chihuahua,2,F,true,Bronx,10473
2457,May 02 2015,DOG,Pit Bull,,U,false,Bronx,
2458,May 07 2015,DOG,Shih Tzu,1,F,false,Bronx,
2459,May 13 2015,DOG,Pit Bull,2,F,false,Bronx,10457
2460,May 15 2015,DOG,Doberman Pinscher,,M,false,Bronx,10457
2461,May 19 2015,DOG,Pit Bull,5,M,false,Bronx,10462
2462,May 16 2015,DOG,Pit Bull,,U,false,Bronx,10458
2463,May 15 2015,DOG,Labrador Retriever,5,M,true,Bronx,10464
2464,April 27 2015,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10453
2465,May 20 2015,DOG,,,U,false,Bronx,10453
2466,May 19 2015,DOG,BORDER COLLIE & AUSTRALIAN BLUE HEELER,1,M,false,Bronx,10465
2467,May 20 2015,DOG,,,U,false,Bronx,
2468,May 20 2015,DOG,Chihuahua Crossbreed,1,M,false,Bronx,
2469,May 26 2015,DOG,,,U,false,Bronx,10466
2470,May 24 2015,DOG,Shih Tzu,1,F,false,Bronx,
2471,May 24 2015,DOG,RED NOSE PIT,2,M,true,Bronx,10458
2472,May 24 2015,DOG,Pit Bull,,U,false,Bronx,10453
2473,May 21 2015,DOG,Mixed/Other,,U,false,Bronx,
2474,May 25 2015,DOG,American Pit Bull Terrier/Pit Bull,1,F,true,Bronx,10458
2475,May 27 2015,DOG,Pit Bull,1,F,true,Bronx,10465
2476,May 26 2015,DOG,Chihuahua,,U,false,Bronx,10472
2477,May 27 2015,DOG,Pit Bull,,U,false,Bronx,10470
2478,May 24 2015,DOG,Pekingese,8,F,true,Bronx,
2479,May 25 2015,DOG,STAFFORDSHIRE TERRIER,3,M,false,Bronx,10460
2480,May 27 2015,DOG,Pit Bull,,U,false,Bronx,
2481,May 25 2015,DOG,Pit Bull,,U,false,Bronx,
2482,May 22 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,true,Bronx,10463
2483,May 29 2015,DOG,German Shepherd,,U,false,Bronx,10460
2484,May 25 2015,DOG,,,U,true,Bronx,
2485,May 28 2015,DOG,Cocker Spaniel,,U,false,Bronx,
2486,May 30 2015,DOG,JACK RUSS TER/ BEAGLE,4,M,true,Bronx,
2487,May 29 2015,DOG,Chihuahua Crossbreed,4,M,false,Bronx,10471
2488,May 29 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2489,May 29 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2490,May 29 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2491,May 28 2015,DOG,Yorkshire Terrier,,U,false,Bronx,
2492,May 11 2015,DOG,,,U,false,Bronx,10462
2493,June 04 2015,DOG,Beagle,1,F,false,Bronx,10467
2494,June 02 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2495,June 02 2015,DOG,,,U,false,Bronx,
2496,May 08 2015,DOG,Pit Bull,,U,false,Bronx,10456
2497,May 01 2015,DOG,Pit Bull,2,F,true,Bronx,10455
2498,June 04 2015,DOG,,,U,false,Bronx,10460
2499,June 06 2015,DOG,Basset Hound,4,M,true,Bronx,10459
2500,June 07 2015,DOG,Chihuahua,2,M,true,Bronx,10456
2501,June 06 2015,DOG,Mixed/Other,,U,false,Bronx,10463
2502,June 05 2015,DOG,Pit Bull,,U,false,Bronx,
2503,June 06 2015,DOG,Maltese,8M,M,false,Bronx,10458
2504,June 06 2015,DOG,Rottweiler,,U,false,Bronx,
2505,June 07 2015,DOG,Pit Bull,4,M,true,Bronx,10453
2506,June 08 2015,DOG,Maltese,11 M,F,false,Bronx,10472
2507,June 04 2015,DOG,Rottweiler,,U,false,Bronx,10466
2508,June 04 2015,DOG,Pit Bull,,U,false,Bronx,10462
2509,June 04 2015,DOG,,,U,false,Bronx,
2510,May 29 2015,DOG,"Poodle, Standard",,U,false,Bronx,
2511,June 06 2015,DOG,Pit Bull,,U,false,Bronx,
2512,June 05 2015,DOG,Pit Bull,,F,true,Bronx,10457
2513,June 07 2015,DOG,Maltese,2,M,true,Bronx,10460
2514,June 04 2015,DOG,SHIH TZU/POODLE,6,M,false,Bronx,10462
2515,June 09 2015,DOG,American Pit Bull Terrier/Pit Bull,6,F,true,Bronx,
2516,June 05 2015,DOG,Mixed/Other,,U,false,Bronx,
2517,June 09 2015,DOG,Chihuahua,,U,false,Bronx,10456
2518,June 11 2015,DOG,,,U,false,Bronx,
2519,June 11 2015,DOG,Pit Bull,,U,false,Bronx,10452
2520,June 12 2015,DOG,,,U,false,Bronx,
2521,June 13 2015,DOG,POODLE- X,6,M,true,Bronx,10461
2522,June 14 2015,DOG,Chihuahua Crossbreed,4,M,false,Bronx,
2523,June 12 2015,DOG,,,U,false,Bronx,
2524,June 06 2015,DOG,,,U,false,Bronx,
2525,June 18 2015,DOG,Pit Bull,5,M,false,Bronx,10456
2526,June 15 2015,DOG,Yorkshire Terrier,3,F,false,Bronx,10470
2527,June 17 2015,DOG,Chihuahua,,M,false,Bronx,10453
2528,June 17 2015,DOG,,,U,false,Bronx,10460
2529,June 06 2015,DOG,Bichon Frise,,U,false,Bronx,10472
2530,June 20 2015,DOG,POMERANIAN ENGLISH SPANIEL,6,M,true,Bronx,
2531,June 18 2015,DOG,,,F,false,Bronx,10457
2532,June 19 2015,DOG,,,U,false,Bronx,
2533,June 21 2015,DOG,Pit Bull,2,M,false,Bronx,10460
2534,June 22 2015,DOG,Pit Bull,2,M,true,Bronx,
2535,June 22 2015,DOG,Chihuahua,,U,false,Bronx,10472
2536,June 20 2015,DOG,Shih Tzu,,U,false,Bronx,
2537,June 23 2015,DOG,Pit Bull,,U,false,Bronx,10473
2538,June 22 2015,DOG,BEAGLE/ ENG SPRINGER SPANIEL,1,F,true,Bronx,10457
2539,June 23 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,false,Bronx,
2540,June 23 2015,DOG,Maltese,4,M,true,Bronx,10453
2541,June 24 2015,DOG,BULLDOG/ PIT BULL,5M,M,false,Bronx,
2542,June 22 2015,DOG,,,U,false,Bronx,10469
2543,June 26 2015,DOG,SHIH TZU/ YORKSHIRE TERR,5,M,false,Bronx,10460
2544,June 27 2015,DOG,Pit Bull,,U,false,Bronx,10029
2545,June 30 2015,DOG,,,U,false,Bronx,
2546,June 25 2015,DOG,,,U,false,Bronx,
2547,June 28 2015,DOG,Pomeranian,,M,true,Bronx,10453
2548,June 21 2015,DOG,Pit Bull,,F,false,Bronx,10461
2549,June 21 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,false,Bronx,
2550,June 30 2015,DOG,Miniature Pinscher,2,M,true,Bronx,
2551,June 30 2015,DOG,Pit Bull,,U,false,Bronx,10453
2552,July 01 2015,DOG,Golden Retriever,11,F,true,Bronx,10463
2553,June 30 2015,DOG,Pit Bull,,U,false,Bronx,10451
2554,June 24 2015,DOG,Pit Bull,,U,false,Bronx,
2555,July 04 2015,DOG,Pit Bull,,U,false,Bronx,
2556,July 03 2015,DOG,,,U,false,Bronx,
2557,July 03 2015,DOG,,,U,false,Bronx,
2558,July 04 2015,DOG,Shih Tzu,8,M,true,Bronx,
2559,July 04 2015,DOG,Beagle,9,M,false,Bronx,10467
2560,July 03 2015,DOG,MASTIFF,3,M,false,Bronx,10460
2561,July 01 2015,DOG,Rottweiler,,U,false,Bronx,
2562,July 08 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2563,July 07 2015,DOG,Rottweiler,,U,false,Bronx,
2564,July 07 2015,DOG,Rottweiler,,U,false,Bronx,
2565,July 02 2015,DOG,Pit Bull,3,M,true,Bronx,
2566,July 02 2015,DOG,"Mastiff, Bull",7,M,false,Bronx,10458
2567,July 10 2015,DOG,TERRIER/ YORKIE,2,F,false,Bronx,10458
2568,July 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,false,Bronx,10460
2569,July 11 2015,DOG,American Staffordshire Terrier,4,M,false,Bronx,10460
